Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
TY-314844,Elektroarbeiten // Karin-Kruschwitz-Platz,2015-06-20,2015-07-20,2015-07-20,49418.44,52528.41,Team 2
QO-335790,Elektroarbeiten // Meinhard-Döring-Platz,2015-10-23,2015-12-31,2016-01-01,76051.85,68463.68,Team 4
YT-815062,Elektroarbeiten // Carola-Spieß-Platz,2018-04-20,2018-05-22,2018-05-24,57382.67,70757.71,Team 1
QU-318128,Spielplatz // Hartmannplatz,2014-03-06,2014-05-01,2014-05-30,133015.58,158429.15,Team 2
DL-929778,Ubahn // Silja-Flantz-Weg,2020-09-08,2020-10-21,2020-10-27,573586.93,598081.85,Team 3
OR-735743,Elektroarbeiten // Langernplatz,2013-02-15,2013-04-16,2013-05-19,136296.87,158671.97,Team 3
JI-554023,Landschaftsbau // Sagerring,2020-08-13,2020-09-06,2020-09-06,40371.33,47816.33,Team 1
XT-765806,Stadtpark // Anika-Oestrovsky-Allee,2021-09-23,2021-11-11,2021-11-11,193194.3,223379.07,Team 4
RV-789353,Landschaftsbau // Hübelring,2016-06-27,2016-07-29,2016-07-31,110121.19,153682.74,Team 3
BD-003284,Baumbestand // Briemerallee,2017-07-27,2017-07-30,2017-08-02,70157.94,71522.05,Team 3
KB-607653,Landschaftsbau // Hornigstraße,2021-09-11,2021-09-16,2021-09-16,107743.94,121250.83,Team 1
FL-980161,Elektroarbeiten // Werneckegasse,2017-07-15,2017-08-06,2017-07-29,32823.36,34837.63,Team 1
EO-451437,Elektroarbeiten // Hethurweg,2019-10-17,2019-12-18,2019-12-20,83549.54,87282.45,Team 4
CF-995361,Baumbestand // Louise-Becker-Weg,2017-04-07,2017-04-16,2017-04-16,50981.75,54430.64,Team 3
XP-357613,Stadtpark // Gierschnerstr.,2016-09-02,2016-10-19,2016-12-15,60835.63,75193.47,Team 1
GK-493869,Straßenbau // Wilfriede-Dörr-Allee,2014-03-13,2014-07-12,2014-07-14,272569.68,373814.27,Team 1
DE-204682,Straßenbau // Nohlmansstraße,2021-10-15,2022-01-05,2022-02-15,280009.16,369097.64,Team 2
VC-010560,Spielplatz // Cristina-Conradi-Gasse,2020-09-24,2020-10-22,2020-10-23,116033.08,148678.46,Team 3
DX-943107,Elektroarbeiten // Phillip-Bolander-Straße,2017-09-11,2017-10-11,2017-11-16,146467.37,203535.55,Team 3
TM-368172,Elektroarbeiten // Wieslaw-Ruppersberger-Platz,2015-06-18,2015-08-15,2015-08-07,159746.04,141069.98,Team 1
OY-969082,Straßenbau // Marit-Paffrath-Platz,2019-03-17,2019-06-20,2019-08-10,101.27,148.58,Team 4
IU-112620,Stadtpark // Zorbachstr.,2016-05-29,2016-07-18,2016-06-30,206814.1,253149.19,Team 3
MD-903307,Baumbestand // Reichmannstr.,2018-07-21,2018-08-06,2018-08-04,71548.17,74218.31,Team 1
SX-209818,Stadtpark // Volkhard-Stiffel-Gasse,2015-03-10,2015-05-16,2015-05-16,88451.52,134965.97,Team 2
VV-441901,Spielplatz // Gunhild-Dowerg-Ring,2018-06-23,2018-07-28,2018-07-27,53038.02,55389.93,Team 1
BS-958368,Baumbestand // Vassilios-Ring-Platz,2018-11-13,2018-11-13,2018-11-15,-11219.05,-10991.44,Team 4
XQ-566669,Elektroarbeiten // Kirstin-Kambs-Ring,2019-09-06,2019-10-27,2019-10-30,-1718.84,-2471.53,Team 2
II-307226,Baumbestand // Strohstraße,2014-05-07,2014-05-22,2014-05-25,82515.79,93370.59,Team 3
PF-973211,Spielplatz // Vadim-Holsten-Platz,2016-07-14,2016-08-04,2016-08-07,125245.58,125575.24,Team 4
TO-310517,Landschaftsbau // Gülay-Römer-Gasse,2020-09-12,2020-09-30,2020-09-29,144132.18,148395.96,Team 1
ZY-601257,Elektroarbeiten // Wilhelm-Beer-Ring,2013-05-10,2013-07-08,2013-07-09,128649.72,163658.82,Team 2
WM-081367,Baumbestand // Daria-Löffler-Allee,2016-06-22,2016-07-07,2016-07-11,39863.7,62544.76,Team 2
CH-779348,Landschaftsbau // Hans-Josef-Adolph-Ring,2014-07-18,2014-07-24,2014-07-28,76556.05,96248.98,Team 2
VS-946224,Landschaftsbau // Hedi-Oestrovsky-Weg,2019-07-06,2019-07-26,2019-08-01,133255.1,163501.36,Team 3
FF-521781,Landschaftsbau // Kreinplatz,2015-04-06,2015-04-29,2015-05-02,113170.13,149457.23,Team 2
KV-204722,Baumbestand // Ian-Trub-Ring,2021-05-10,2021-05-14,2021-05-17,57681.98,65581.07,Team 3
YJ-491729,Straßenbau // Franz-Peter-Zahn-Straße,2015-03-22,2015-07-27,2015-10-14,155238.2,180566.93,Team 4
MW-728744,Elektroarbeiten // Hubertus-Schuchhardt-Ring,2019-11-24,2020-01-07,2020-01-04,50645.34,52206.18,Team 1
YW-603451,Elektroarbeiten // Schusterstraße,2022-01-12,2022-02-07,2022-02-02,142108.78,150726.02,Team 1
VY-210687,Elektroarbeiten // Donald-Losekann-Platz,2015-04-29,2015-06-07,2015-07-13,137732.97,182860.56,Team 3
BO-432498,Spielplatz // Fabienne-Christoph-Ring,2017-08-11,2017-09-15,2017-09-15,58819.58,65660.47,Team 4
OL-186239,Straßenbau // Rohlederweg,2015-10-13,2015-11-10,2015-11-12,190176.42,230079.7,Team 2
PJ-612347,Straßenbau // Schmidtkestraße,2016-03-23,2016-07-10,2016-07-12,70820.84,83694.51,Team 3
VO-642190,Stadtpark // Karlheinz-Meyer-Platz,2021-12-19,2022-01-21,2022-02-14,38829.97,50733.34,Team 2
RI-673300,Elektroarbeiten // Wulfallee,2019-09-03,2019-10-17,2019-10-21,72415.36,85539.07,Team 2
AL-383978,Spielplatz // Siegrun-Holt-Straße,2014-08-24,2014-10-08,2014-10-08,47126.5,50063.29,Team 3
PH-886457,Elektroarbeiten // Bolandergasse,2017-10-28,2017-12-04,2017-12-05,176383.94,204797.25,Team 4
CN-479756,Ubahn // Holstenplatz,2014-01-10,2014-04-12,2014-02-21,865038.73,1135554.61,Team 4
EG-841803,Spielplatz // Gutestraße,2019-12-10,2020-01-21,2020-01-26,163029.28,195388.66,Team 4
GF-561058,Landschaftsbau // Thanelplatz,2017-11-22,2017-12-11,2018-01-16,115244.33,155736.75,Team 2
XD-259666,Elektroarbeiten // Drubplatz,2015-06-15,2015-08-21,2015-08-13,34524.34,39678.48,Team 1
FP-759732,Baumbestand // Stolzeallee,2015-08-05,2015-08-09,2015-08-12,81309.89,91835.07,Team 3
DM-646473,Baumbestand // Henschelallee,2017-01-24,2017-01-31,2017-03-05,45552.4,69441.74,Team 2
LY-038690,Elektroarbeiten // Wulfstr.,2017-07-26,2017-08-28,2017-08-31,5899.25,6660.64,Team 4
PD-489012,Landschaftsbau // Budigstr.,2017-09-24,2017-09-29,2017-10-02,132580.29,151382.97,Team 1
CL-829534,Stadtpark // Jäkelstraße,2016-10-11,2016-11-26,2016-11-26,160553.24,236740.49,Team 2
AX-231030,Spielplatz // Haufferring,2013-12-18,2014-01-01,2014-02-28,124207.91,142608.53,Team 2
CU-886918,Baumbestand // Anna-Luise-Mentzel-Straße,2016-05-30,2016-06-02,2016-06-02,54065.5,61373.12,Team 4
JT-707927,Baumbestand // Hans-Georg-Austermühle-Allee,2018-04-06,2018-04-19,2018-04-24,41342.62,42076.7,Team 3
EF-255149,Landschaftsbau // Lorenzo-Fiebig-Ring,2019-07-13,2019-07-20,2019-07-22,43002.34,53935.99,Team 4
TG-040997,Landschaftsbau // Gnatzgasse,2014-12-06,2014-12-29,2014-12-28,95646.24,103607.89,Team 1
TB-082348,Landschaftsbau // Jens-Scholtz-Platz,2019-06-04,2019-07-10,2019-07-11,105715.98,139974.37,Team 2
OH-567492,Baumbestand // Adlerring,2017-04-15,2017-04-24,2017-04-30,128.22,142.59,Team 3
KX-385312,Elektroarbeiten // Werneckeweg,2015-01-05,2015-02-15,2015-03-24,71249.81,92974.44,Team 2
RU-392270,Baumbestand // Naserweg,2015-02-16,2015-03-06,2015-03-05,27429.37,30342.71,Team 1
XA-218043,Landschaftsbau // Alexander-Bonbach-Straße,2021-02-13,2021-02-20,2021-02-21,135030.53,194741.92,Team 3
DG-323952,Elektroarbeiten // Willy-Vogt-Allee,2014-10-30,2015-01-09,2015-01-12,37171.85,41016.02,Team 4
RR-216854,Stadtpark // Willy-Hahn-Platz,2014-08-24,2014-09-16,2014-10-28,177561.61,179490.66,Team 1
RQ-210849,Straßenbau // Simone-Krein-Straße,2021-05-22,2021-07-21,2021-07-21,224144.78,229919.33,Team 3
CW-339205,Landschaftsbau // Freya-Löwer-Weg,2020-10-12,2020-10-26,2020-10-31,37819.03,55207.06,Team 4
BE-234315,Landschaftsbau // Babette-Zorbach-Gasse,2014-11-29,2014-12-19,2014-12-18,67916.3,66201.7,Team 1
TB-322304,Baumbestand // Seidelstr.,2021-02-20,2021-02-28,2021-03-02,37722.55,55093.81,Team 2
VX-394161,Stadtpark // Junckstraße,2019-09-04,2019-10-09,2019-10-10,51779.96,64972.82,Team 4
ZU-594118,Spielplatz // Abdullah-Reising-Ring,2018-01-10,2018-01-30,2018-02-01,29876.18,37432.61,Team 3
JZ-154950,Baumbestand // Mangoldgasse,2020-08-20,2020-09-06,2020-09-07,25006.25,28333.24,Team 1
PE-461371,Straßenbau // Mosemannplatz,2015-09-12,2016-01-01,2016-01-07,-108604.03,-116183.62,Team 1
BS-212960,Elektroarbeiten // Karl-Peter-Heser-Platz,2018-10-29,2019-01-13,2019-02-13,43413.37,45265.7,Team 3
TF-315182,Spielplatz // Milos-Albers-Straße,2016-05-22,2016-07-30,2016-08-01,127270.64,140370.3,Team 4
YC-472572,Landschaftsbau // Abdullah-Fiebig-Weg,2014-07-22,2014-08-10,2014-08-10,54886.42,61938.06,Team 1
FG-502018,Baumbestand // Marian-Eimer-Gasse,2016-06-29,2016-07-02,2016-07-06,73904.7,114978.4,Team 2
GV-198825,Landschaftsbau // Almuth-Lange-Straße,2017-10-11,2017-10-31,2017-11-04,68036.4,89525.34,Team 2
LT-796141,Ubahn // Gudeweg,2016-06-19,2016-12-31,2017-01-30,116646.75,144207.02,Team 2
OU-849431,Landschaftsbau // Kathy-Dowerg-Gasse,2021-04-30,2021-05-21,2021-05-25,86529.66,104948.03,Team 2
YS-395135,Ubahn // Kabusring,2016-06-30,2016-10-17,2016-10-17,75951.0,96747.95,Team 2
NO-110241,Landschaftsbau // Waltraut-Rogner-Straße,2021-01-24,2021-01-31,2021-02-01,78573.09,75355.03,Team 1
QG-281710,Elektroarbeiten // Hansjürgen-Geisler-Weg,2015-07-23,2015-08-31,2015-10-12,81699.11,119408.53,Team 3
VT-992854,Baumbestand // Pölitzweg,2013-08-04,2013-08-12,2013-08-12,59425.95,64014.25,Team 4
MT-898211,Baumbestand // Heuserstraße,2020-05-15,2020-05-22,2020-05-23,72801.46,74107.29,Team 1
GB-423259,Straßenbau // Geza-Hornich-Ring,2018-08-26,2018-12-18,2018-12-16,147570.45,150141.59,Team 3
IL-704012,Elektroarbeiten // Jörgen-Drewes-Straße,2015-09-28,2015-11-09,2015-12-27,95648.99,143595.17,Team 3
DD-639099,Straßenbau // Lutz-Jacob-Allee,2015-09-28,2016-02-01,2016-03-25,145403.83,165806.49,Team 4
ZP-932432,Spielplatz // Freudenbergerplatz,2018-07-07,2018-07-26,2018-07-24,126262.95,117411.81,Team 1
KD-349567,Straßenbau // Haaseallee,2016-07-24,2016-09-19,2016-11-11,162411.12,184813.89,Team 4
HO-498239,Baumbestand // Weißgasse,2020-05-19,2020-05-29,2020-05-31,34121.81,41588.72,Team 4
NT-961752,Baumbestand // Ekkehard-Spieß-Platz,2014-01-23,2014-02-03,2014-02-03,50131.31,54221.73,Team 1
HP-764244,Stadtpark // Janko-Gumprich-Weg,2015-11-02,2015-12-25,2015-12-26,126804.26,147506.91,Team 4
EC-246873,Landschaftsbau // Eimerring,2019-09-12,2019-10-13,2019-10-12,163637.14,148564.06,Team 1
NP-873154,Straßenbau // Nohlmansgasse,2019-03-28,2019-06-21,2019-06-22,214981.93,258579.71,Team 1
UG-062741,Straßenbau // Junckenplatz,2015-06-05,2015-08-24,2015-11-08,175041.46,213094.54,Team 4
EH-537182,Landschaftsbau // Wolf-Rüdiger-Siering-Ring,2017-06-27,2017-08-01,2017-07-29,85319.47,151790.24,Team 4
IH-223417,Baumbestand // Danielle-Sorgatz-Allee,2013-07-17,2013-07-26,2013-07-29,73850.6,98515.31,Team 2
XO-336122,Spielplatz // Lübsgasse,2019-06-01,2019-08-20,2019-09-06,104054.25,130415.56,Team 2
HU-777270,Stadtpark // Danuta-Bärer-Weg,2018-04-07,2018-05-30,2018-05-31,314512.57,363990.05,Team 3
OT-250464,Elektroarbeiten // Rosemarie-Söding-Platz,2018-04-16,2018-07-25,2018-07-27,116825.7,131434.64,Team 4
DU-529097,Elektroarbeiten // Gunar-Röhrdanz-Weg,2019-03-17,2019-04-08,2019-04-05,101238.62,107198.05,Team 1
VY-133979,Baumbestand // Ansgar-Lindau-Weg,2017-02-17,,2017-03-12,44071.21,49196.77,Team 1
BM-093151,Ubahn // Staudegasse,2015-02-07,2015-08-28,2016-01-01,222528.01,219021.43,Team 1
XO-252224,Landschaftsbau // Mentzelweg,2017-05-20,2017-06-11,2017-06-10,91906.79,104058.02,Team 1
GJ-503332,Elektroarbeiten // Romuald-Bachmann-Weg,2015-12-31,2016-02-20,2016-02-21,97824.09,103555.65,Team 4
CO-931793,Baumbestand // Hanne-Lore-Junitz-Gasse,2019-07-12,2019-07-16,2019-07-16,86499.21,96893.83,Team 1
YR-644717,Stadtpark // Klingelhöferstr.,2021-10-20,2021-11-26,2021-11-26,251171.71,488773.28,Team 2
GE-623848,Elektroarbeiten // Irmtrud-Striebitz-Weg,2019-04-01,2019-06-12,2019-07-16,9133.61,12127.86,Team 3
FI-768322,Stadtpark // Uta-Ring-Ring,2020-08-05,2020-10-31,2020-10-13,169826.79,229093.67,Team 3
NP-690423,Baumbestand // Ivan-Jüttner-Platz,2013-03-27,2013-04-02,2013-04-06,17550.13,20223.36,Team 3
CC-951562,Elektroarbeiten // Ortmannplatz,2017-01-04,2017-02-12,2017-03-09,38759.4,54328.16,Team 3
BZ-901167,Landschaftsbau // Gerd-Biggen-Gasse,2021-11-15,2021-12-07,2021-12-08,149965.49,185526.53,Team 1
YM-383896,Ubahn // Stjepan-Röhrdanz-Allee,2014-11-12,2015-01-03,2015-02-05,219375.54,328721.71,Team 2
XX-134129,Stadtpark // Löwerring,2016-08-11,2016-09-22,2016-09-22,102858.93,178582.37,Team 2
FK-274743,Landschaftsbau // Henri-Gunpf-Straße,2018-02-03,2018-02-07,2018-02-07,48434.82,55569.84,Team 1
TP-659340,Elektroarbeiten // Heuserring,2018-11-05,2018-11-28,2019-01-08,-3375.64,-4543.49,Team 3
JG-039081,Stadtpark // Löchelgasse,2018-10-28,2018-12-01,2018-12-28,172176.07,216573.94,Team 2
FQ-273454,Baumbestand // Textorstraße,2020-07-12,2020-07-20,2020-07-22,32821.04,36297.88,Team 1
TL-634568,Landschaftsbau // Hermighausenallee,2016-03-17,2016-04-29,2016-05-01,108961.1,115798.81,Team 1
OJ-419978,Elektroarbeiten // Pechelgasse,2017-12-28,2018-03-24,2018-04-23,24827.78,27816.58,Team 3
VZ-697543,Landschaftsbau // Barthallee,2016-04-04,2016-05-15,2016-05-17,-3292.31,-3218.52,Team 4
SI-903039,Landschaftsbau // Huhngasse,2015-04-16,2015-05-13,2015-05-14,122838.78,149793.62,Team 1
GG-515520,Ubahn // Galina-Schlosser-Platz,2015-09-17,2016-05-12,2016-04-21,382523.5,567671.35,Team 4
IA-890038,Spielplatz // Uwe-Jäkel-Straße,2018-05-29,2018-07-31,2018-08-20,71765.47,84893.3,Team 2
YA-230647,Elektroarbeiten // Marieluise-Harloff-Gasse,2016-01-23,2016-03-15,2016-04-18,90277.96,118551.82,Team 3
SM-598577,Straßenbau // Kuschplatz,2015-01-01,2015-01-14,2015-01-17,175619.41,234385.82,Team 1
BF-979775,Straßenbau // Anica-Hauffer-Allee,2020-01-26,2020-04-15,2020-05-12,256276.07,367818.08,Team 4
JK-385433,Straßenbau // Stolzestraße,2013-11-10,2014-03-17,2014-05-10,332691.0,592151.18,Team 4
GI-275449,Elektroarbeiten // Toralf-auch Schlauchin-Straße,2018-10-29,2018-12-10,2019-01-12,97772.89,111199.31,Team 2
XF-143379,Elektroarbeiten // Evi-Weimer-Gasse,2019-08-04,2019-11-06,2019-11-08,-14108.66,-22884.24,Team 2
ZV-460784,Spielplatz // Bohnbachallee,2016-03-05,2016-04-25,2016-05-21,86392.37,103377.39,Team 2
SK-946597,Spielplatz // Bolzmannstr.,2014-10-11,2014-12-15,2014-12-17,47598.3,44450.87,Team 4
OX-895570,Elektroarbeiten // Alban-Henk-Ring,2014-01-14,2014-04-03,2014-04-05,49933.31,51772.64,Team 4
BY-979046,Elektroarbeiten // Karzring,2020-11-22,2021-02-08,2021-02-07,88514.47,112582.14,Team 3
MV-427855,Baumbestand // Cathleen-Scholz-Gasse,2019-02-19,2019-03-11,2019-03-13,62725.36,995832184.429203,Team 3
JO-020787,Baumbestand // Traudel-Jäntsch-Gasse,2016-11-17,2016-11-22,2016-11-20,56954.35,57874.07,Team 1
LG-965675,Elektroarbeiten // Lea-Jäkel-Ring,2019-09-18,2019-10-07,2019-11-20,98927.8,152963.32,Team 3
NX-115341,Stadtpark // Bela-Klapp-Weg,2022-01-09,2022-03-23,2022-03-11,232752.64,251978.38,Team 3
LJ-451896,Elektroarbeiten // Anka-Seip-Allee,2018-04-06,2018-05-20,2018-05-15,68975.69,78118.01,Team 1
OD-660672,Landschaftsbau // Miroslawa-Stahr-Platz,2019-09-29,2019-10-08,2019-10-10,89636.49,84763.39,Team 1
AI-233835,Straßenbau // Hartmannring,2013-03-15,2013-04-28,2013-06-20,277416.06,479915.12,Team 4
BE-066793,Landschaftsbau // Hansjürgen-Löffler-Ring,2018-10-03,2018-10-10,2018-10-11,95169.07,111736.33,Team 1
PL-611140,Baumbestand // Noackplatz,2021-02-08,2021-02-16,2021-02-17,42974.23,50103.41,Team 4
QT-694325,Stadtpark // Tony-Riehl-Platz,2021-11-08,2021-12-16,2022-01-04,119880.49,147053.48,Team 2
MP-656649,Landschaftsbau // Gutknechtallee,2020-06-24,2020-07-22,2020-07-24,55478.93,62728.02,Team 2
YQ-505516,Baumbestand // Simon-Berger-Weg,2018-08-27,2018-08-29,2018-09-03,36356.13,36227.28,Team 3
KP-075189,Stadtpark // Hofmanngasse,2015-02-17,2015-04-12,2015-04-09,195089.12,254768.85,Team 3
UV-062437,Stadtpark // Trommlerstr.,2018-01-26,2018-04-02,2018-04-01,232174.69,289796.71,Team 2
QC-613551,Spielplatz // Reinhard-Girschner-Gasse,2017-01-26,2017-04-29,2017-05-24,109047.74,127737.57,Team 2
EB-894732,Landschaftsbau // Kostolzinstraße,2021-02-23,2021-03-05,2021-03-06,111008.99,161157.21,Team 2
PD-351645,Stadtpark // Dursun-Heß-Platz,2019-07-26,2019-09-28,2019-11-29,2273.65,2582.43,Team 1
RR-017317,Elektroarbeiten // Marijan-Bohnbach-Platz,2016-10-08,2016-11-14,2016-11-10,153280.83,189958.86,Team 1
HI-078185,Elektroarbeiten // Heintzegasse,2019-03-09,2019-04-20,2019-04-22,142910.11,164557.89,Team 4
VP-709129,Landschaftsbau // Regine-Scholtz-Weg,2016-01-23,2016-01-26,2016-01-26,119104.39,135945.62,Team 1
EH-414921,Spielplatz // Wolf-Dietrich-Eberhardt-Weg,2019-03-30,2019-06-10,2019-06-21,107242.96,125383.86,Team 2
CQ-483101,Elektroarbeiten // Jonas-Mans-Ring,2016-03-03,2016-06-18,2016-06-11,93925.89,107192.87,Team 1
UG-269341,Baumbestand // Lisbeth-Heß-Allee,2015-10-01,2015-10-10,2015-10-08,33818.79,38706.4,Team 4
SG-720776,Elektroarbeiten // Jüttnerplatz,2014-08-30,2014-10-02,2014-11-07,45585.11,58523.91,Team 3
LL-376423,Landschaftsbau // Henkgasse,2017-03-16,2017-04-17,2017-04-19,116035.33,171989.68,Team 4
MP-174019,Stadtpark // Roseweg,2021-09-15,2021-11-20,2022-01-06,78736.87,84280.97,Team 1
VC-693340,Elektroarbeiten // Ute-Neuschäfer-Ring,2015-03-11,2015-05-11,2015-05-04,63545.18,58278.89,Team 1
EE-821135,Baumbestand // Brunhild-Ring-Allee,2014-12-28,2015-01-03,2015-01-05,26275.34,29587.99,Team 1
SY-131864,Landschaftsbau // Beata-Geisel-Gasse,2022-01-15,2022-02-02,2022-02-13,71938.1,107772.23,Team 3
CO-140086,Baumbestand // Annelene-Hering-Allee,2019-01-27,2019-02-28,2019-03-01,37727.93,41413.78,Team 4
UE-829575,Straßenbau // Wernerplatz,2020-09-08,2020-11-14,2020-11-19,278639.02,355727.24,Team 2
JK-104564,Elektroarbeiten // Fredi-Stey-Weg,2013-06-18,2013-07-23,2013-08-31,112482.62,133879.66,Team 3
AR-440442,Stadtpark // Striebitzstraße,2018-12-01,2019-01-13,2019-01-13,177332.69,196871.35,Team 4
XH-574439,Stadtpark // Wulfstr.,2017-02-20,2017-03-24,2017-03-11,-12261.03,-14122.57,Team 3
GZ-656512,Baumbestand // Kaulplatz,2017-04-06,2017-04-26,2017-04-24,25633.45,25335.17,Team 1
EJ-617916,Ubahn // Stahrstr.,2015-06-01,2015-08-27,2015-10-23,623398.01,769235.83,Team 1
TM-137669,Elektroarbeiten // Nikola-Weinhold-Ring,2016-04-14,2016-04-28,2016-05-24,117539.89,165850.65,Team 3
GQ-097590,Stadtpark // Seifertring,2021-08-12,2021-10-16,2021-10-16,189233.56,191237.83,Team 4
WS-219157,Landschaftsbau // Hans-Rainer-Rörricht-Platz,2020-10-10,2020-11-01,2020-11-01,162528.3,219459.22,Team 4
EB-965182,Straßenbau // Orhan-Hofmann-Platz,2018-04-03,2018-05-22,2018-06-16,195717.36,254516.63,Team 4
XI-454403,Stadtpark // Sven-Wulff-Ring,2020-07-24,2020-09-28,2020-09-03,157690.47,182908.97,Team 3
SN-069997,Stadtpark // Claudius-Römer-Weg,2017-12-12,2018-02-13,2018-02-14,124774.89,131039.7,Team 4
DH-659531,Stadtpark // Zänkerstr.,2013-04-18,2013-05-15,2013-04-29,241532.2,308158.4,Team 3
CB-915871,Stadtpark // Börnerallee,2015-05-15,2015-07-03,2015-07-01,78910.04,88524.78,Team 4
PI-530470,Straßenbau // Roskothstraße,2015-06-19,2015-07-19,2015-07-20,333743.94,501834.12,Team 1
FN-033852,Elektroarbeiten // Gerhard-Sontag-Allee,2015-08-17,2015-09-17,2015-09-19,69545.97,92323.52,Team 2
GD-444488,Baumbestand // Ludmilla-Kraushaar-Weg,2021-08-09,2021-08-12,2021-08-15,73408.96,74279.45,Team 1
CW-982619,Landschaftsbau // Weitzelstraße,2020-02-28,2020-02-28,2020-03-01,15720.0,21846.14,Team 4
OR-244022,Straßenbau // Gutknechtstraße,2016-05-05,2016-07-05,2016-07-09,153240.45,240383.4,Team 2
VO-311870,Landschaftsbau // Dragica-Reichmann-Weg,2013-10-24,2013-11-13,2013-11-15,88256.08,106567.23,Team 1
KS-104123,Elektroarbeiten // Ladeckplatz,2018-10-06,2018-12-16,2019-01-16,111292.26,165878.11,Team 2
PP-646890,Straßenbau // Schwitalallee,2014-12-16,2015-04-16,2015-06-01,219956.5,327607.8,Team 4
SF-140296,Ubahn // Wohlgemutstr.,2018-01-28,2018-02-25,2018-03-21,272672.28,322523.12,Team 2
PF-070250,Spielplatz // Thies-Schleich-Allee,2013-04-03,2013-04-20,2013-05-04,36198.32,45236.12,Team 2
IF-003999,Stadtpark // Hoffmannweg,2015-12-11,2016-01-04,2016-02-16,238427.82,266903.87,Team 1
BM-371172,Baumbestand // Hoffmannstraße,2018-10-15,2018-10-24,2018-10-27,40071.66,43424.86,Team 1
II-120126,Elektroarbeiten // Pruschkegasse,2016-02-17,2016-03-03,2016-03-04,128898.45,186674.83,Team 2
NN-282564,Baumbestand // Jerzy-Steinberg-Straße,2020-07-02,2020-07-08,2020-07-06,41337.79,44373.56,Team 1
SG-321216,Elektroarbeiten // Zlatko-Ehlert-Ring,2014-01-11,2014-02-06,2014-02-09,161728.43,150828.82,Team 4
SL-936296,Elektroarbeiten // Adriana-Reuter-Allee,2013-07-24,2013-09-22,2013-09-25,81536.48,83435.39,Team 4
WP-917727,Elektroarbeiten // Klotzallee,2019-10-23,2019-11-22,2019-11-25,161547.95,151933.31,Team 4
AV-970608,Landschaftsbau // Walter-Faust-Allee,2020-12-02,2020-12-17,2020-12-21,66647.5,90319.55,Team 3
TE-844044,Baumbestand // Käte-Sölzer-Allee,2019-12-20,2020-01-05,2020-02-04,9640.59,14048.14,Team 2
FV-279945,Straßenbau // Schlosserring,2018-04-02,2018-04-21,2018-07-02,67730.28,96282.06,Team 4
ZQ-548994,Landschaftsbau // Rupert-Tintzmann-Gasse,2020-11-23,2020-12-06,2020-12-09,111692.01,147842.44,Team 4
PE-776834,Landschaftsbau // Ruststr.,2021-03-30,2021-04-15,2021-04-17,100591.2,109151.52,Team 2
OU-236126,Ubahn // Dietzstraße,2015-09-22,2016-01-05,2016-03-10,482526.18,472706.05,Team 3
GN-592124,Baumbestand // Leon-Stey-Platz,2021-07-17,2021-07-22,2021-07-25,54538.45,56408.75,Team 4
OO-491506,Elektroarbeiten // Geiselplatz,2021-11-27,2022-01-16,2022-02-14,20738.34,30231.6,Team 3
CD-776426,Landschaftsbau // Barthstr.,2020-03-17,2020-04-14,2020-04-14,136687.86,158484.33,Team 2
GE-948856,Elektroarbeiten // Andy-Scheel-Gasse,2017-03-31,2017-07-14,2017-07-10,68952.97,80881.44,Team 1
GT-245650,Straßenbau // Madeleine-Butte-Gasse,2015-06-24,2015-10-22,2015-11-21,129695.39,190808.17,Team 4
JA-920842,Landschaftsbau // Margrafplatz,2019-05-01,2019-05-21,2019-05-22,138713.05,147541.45,Team 1
DP-042129,Landschaftsbau // Ricarda-Carsten-Straße,2016-02-04,2016-02-24,2016-02-24,100207.71,121298.55,Team 3
BC-166967,Stadtpark // Bachmanngasse,2016-04-24,2016-07-01,2016-06-08,101596.69,115772.7,Team 3
GX-966740,Stadtpark // Bruderweg,2020-04-04,2020-05-03,2020-06-06,79971.64,93274.36,Team 1
EK-852779,Landschaftsbau // Eva-Eigenwillig-Gasse,2015-07-24,2015-08-14,2015-08-19,128928.6,185938.97,Team 3
BC-431903,Baumbestand // Staudeweg,2016-10-09,2016-10-15,2016-10-19,54226.75,59531.93,Team 3
TK-996232,Baumbestand // Elma-Bender-Allee,2017-06-03,2017-06-03,2017-06-04,92258.67,97910.78,Team 4
FQ-943543,Stadtpark // Börnerstr.,2021-07-21,2021-08-22,2021-08-04,177661.27,173330.43,Team 3
GD-617786,Ubahn // Isabella-Mülichen-Allee,2015-12-27,2016-07-28,2016-11-11,114398.29,150269.68,Team 1
QJ-253206,Stadtpark // Weinholdring,2013-05-04,2013-05-25,2013-07-09,155972.9,163221.72,Team 1
IR-093377,Baumbestand // Michel-Austermühle-Platz,2019-01-01,2019-01-10,2019-02-10,40190.36,49957.94,Team 2
VY-954441,Baumbestand // Klothilde-Rudolph-Platz,2013-08-01,2013-08-14,2013-08-15,21730.2,21025.87,Team 1
HW-197970,Straßenbau // Löwerallee,2016-11-16,2017-02-04,2017-02-08,164886.31,197374.76,Team 1
FK-734609,Ubahn // Schinkestraße,2021-07-28,2022-01-24,2022-02-26,702119.35,983710.66,Team 2
ON-227177,Straßenbau // Dominic-Berger-Straße,2014-12-25,2015-03-15,2015-05-02,247429.54,299674.16,Team 4
