Projekt_ID,Projektname,Projekt_Beginn,Plan_Bau_fertig,Ist_Bau_fertig,Plan_Kosten,Ist_Kosten,Project_team
P-97729,Stadtpark // Kostolzingasse,2016-06-04,2016-07-19,2016-07-19,124815.52,135504.21,Team 4
P-98576,Stadtpark // Kostolzinallee,2021-07-26,2021-10-05,2021-10-07,115583.92,172018.21,Team 2
P-69407,Landschaftsbau // Clemens-Wilms-Allee,2016-06-01,2016-06-25,2016-06-25,153584.8,173343.09,Team 1
P-40057,Baumbestand // Jann-Linke-Allee,2016-09-28,2016-10-16,2016-10-20,57000.46,73917.1,Team 1
P-13131,Landschaftsbau // Myriam-Bruder-Weg,2019-09-01,2019-10-07,2019-10-07,63706.78,81415.39,Team 4
P-27859,Stadtpark // Ayse-Reuter-Weg,2019-08-24,2019-10-01,2019-10-02,275389.16,304418.6,Team 4
P-79592,Elektroarbeiten // Georgine-Sölzer-Ring,2018-11-22,2019-01-28,2019-02-23,99840.96,150447.48,Team 2
P-36141,Elektroarbeiten // Sandra-Ullmann-Straße,2020-11-27,2021-01-14,2021-02-10,88289.69,131561.99,Team 2
P-70583,Stadtpark // Möchlichenweg,2021-07-08,2021-08-15,2021-08-14,48480.03,70273.2,Team 2
P-29369,Baumbestand // Bruderallee,2020-06-13,2020-06-23,2020-06-24,57080.27,63372.23,Team 4
P-63943,Ubahn // Johanngasse,2019-07-04,2019-12-29,2020-02-17,928861.27,1141644.99,Team 3
P-71596,Landschaftsbau // Patric-Pärtzelt-Straße,2013-04-26,2013-05-21,2013-05-23,61366.4,70069.17,Team 1
P-05233,Stadtpark // Oestrovskyallee,2016-09-22,2016-10-20,2016-12-02,264574.38,307194.1,Team 1
P-78439,Stadtpark // Mühleplatz,2014-09-18,2014-11-21,2014-11-21,129351.75,205441.36,Team 2
P-23166,Straßenbau // Preißring,2021-03-13,2021-06-26,2021-06-29,48160.32,51448.95,Team 2
P-64921,Stadtpark // Athanasios-Bachmann-Platz,2020-04-19,2020-05-04,2020-05-01,116695.78,146360.81,Team 4
P-52461,Baumbestand // Wagnerweg,2015-09-15,2015-09-24,2015-09-28,63867.47,82320.71,Team 2
P-24882,Landschaftsbau // Hänelallee,2018-04-07,2018-05-08,2018-05-09,91313.84,122530.86,Team 3
P-45588,Baumbestand // Gießstraße,2021-06-18,2021-07-13,2021-07-18,77309.02,81998.43,Team 3
P-43000,Landschaftsbau // Swetlana-Stiffel-Weg,2019-01-08,2019-01-26,2019-01-31,30467.94,45038.81,Team 3
P-20724,Stadtpark // Eckbauerring,2014-08-04,2014-09-16,2014-09-14,146902.68,164102.2,Team 4
P-17323,Landschaftsbau // Bernt-Gutknecht-Weg,2019-05-26,2019-06-19,2019-06-19,145362.32,181099.67,Team 1
P-08045,Landschaftsbau // Marlene-Beckmann-Platz,2017-07-10,2017-08-07,2017-08-07,71478.01,83185.92,Team 2
P-99373,Landschaftsbau // Misicherweg,2014-01-16,2014-02-02,2014-02-07,30470.84,36703.54,Team 3
P-23646,Elektroarbeiten // Butteallee,2021-08-28,2021-11-11,2021-12-15,102643.59,138506.64,Team 3
P-81418,Elektroarbeiten // Finkering,2013-03-12,2013-05-16,2013-05-22,47958.76,69375.23,Team 3
P-79164,Baumbestand // Gundel-Wulf-Ring,2021-10-17,2021-10-20,2021-10-22,84403.3,113410.95,Team 2
P-33709,Spielplatz // Stahrring,2014-02-10,2014-03-09,2014-03-16,134615.65,175402.71,Team 2
P-84959,Baumbestand // Buchholzplatz,2014-05-02,2014-05-08,2014-05-10,23218.81,27494.53,Team 4
P-70451,Elektroarbeiten // Wesackgasse,2017-03-14,2017-04-20,2017-04-20,65475.12,78872.72,Team 2
P-37227,Elektroarbeiten // Lübsplatz,2015-12-02,2016-01-21,2016-03-02,129880.34,188126.97,Team 2
P-42606,Straßenbau // Edeltraut-Gehringer-Platz,2019-05-04,2019-06-17,2019-07-29,349778.03,486881.92,Team 4
P-47655,Elektroarbeiten // Römerring,2015-06-26,2015-08-10,2015-08-11,90045.85,97698.51,Team 4
P-11225,Straßenbau // Hans-Albert-Wernecke-Weg,2018-03-20,2018-05-07,2018-05-12,224471.11,285008.29,Team 1
P-70608,Stadtpark // Baumstraße,2013-08-02,2013-09-03,2013-09-02,238819.76,295049.27,Team 2
P-28302,Straßenbau // Striebitzweg,2017-03-25,2017-06-26,2017-06-27,176188.48,211993.36,Team 2
P-92688,Elektroarbeiten // Benthinring,2018-04-04,2018-06-30,2018-07-01,136810.73,213835.65,Team 2
P-29318,Stadtpark // Wellerring,2016-10-30,2016-12-20,2017-02-21,144284.21,163171.7,Team 1
P-67095,Elektroarbeiten // Grein Grothstr.,2021-05-19,2021-07-08,2021-07-10,146514.26,166013.24,Team 4
P-30848,Elektroarbeiten // Schenkplatz,2016-03-12,2016-03-21,2016-03-21,143916.21,175106.55,Team 2
P-13785,Landschaftsbau // Alexandre-Reinhardt-Ring,2018-11-04,2018-12-13,2018-12-17,22726.18,38191.55,Team 4
P-00787,Landschaftsbau // Nohlmansstr.,2015-07-26,2015-08-27,2015-08-26,27006.67,38121.94,Team 4
P-67626,Elektroarbeiten // Blanka-Zahn-Weg,2019-02-24,2019-05-04,2019-05-04,137321.24,191763.58,Team 2
P-83962,Stadtpark // Beyerstraße,2021-05-14,2021-05-21,2021-06-26,206299.15,202541.11,Team 1
P-51472,Baumbestand // Staudeallee,2013-12-31,2014-01-08,2014-01-10,78642.54,92135.42,Team 1
P-45331,Landschaftsbau // Philip-Fritsch-Platz,2015-07-17,2015-07-19,2015-07-21,101016.93,122681.75,Team 2
P-18182,Stadtpark // Harri-Jessel-Platz,2017-10-14,2017-11-28,2017-12-31,89116.89,99594.21,Team 1
P-36560,Landschaftsbau // Atzlerstraße,2016-02-25,2016-03-17,2016-03-21,112529.44,152434.03,Team 4
P-15213,Ubahn // Bolanderstraße,2013-04-22,2013-09-04,2013-09-04,626748.3,717318.26,Team 2
P-58696,Elektroarbeiten // Barkholzgasse,2016-01-23,2016-03-12,2016-03-14,21079.14,22316.92,Team 4
P-98690,Elektroarbeiten // Wiltrud-Heser-Allee,2020-05-03,2020-06-11,2020-06-28,74517.67,92236.7,Team 3
P-74184,Straßenbau // Grit-Mies-Gasse,2017-12-20,2018-04-05,2018-04-08,257711.17,355240.61,Team 1
P-41906,Straßenbau // Margarete-Neuschäfer-Gasse,2021-03-22,2021-05-13,2021-05-15,178488.35,209920.39,Team 1
P-17767,Landschaftsbau // Margaretha-Spieß-Allee,2020-04-03,2020-04-15,2020-04-17,53484.34,55834.92,Team 1
P-13557,Stadtpark // Antonios-Thies-Gasse,2015-01-11,2015-02-15,2015-02-15,113498.78,126410.35,Team 4
P-76233,Landschaftsbau // Mudestr.,2015-04-04,2015-04-15,2015-04-17,83389.77,103167.76,Team 1
P-63384,Landschaftsbau // Zirmestraße,2015-01-31,2015-02-23,2015-02-27,142790.3,174589.78,Team 4
P-76567,Baumbestand // Albrecht-Benthin-Weg,2016-11-05,2016-11-13,2016-11-13,58703.92,69485.85,Team 1
P-46760,Baumbestand // Hans-Eberhard-Hendriks-Ring,2018-09-18,2018-09-28,2018-09-26,75871.29,85455.76,Team 4
P-15648,Stadtpark // Gudeweg,2014-08-16,2014-10-19,2014-10-22,119995.44,125689.18,Team 4
P-98192,Stadtpark // Wilmsenallee,2018-02-23,2018-05-01,2018-05-02,176400.53,227208.89,Team 2
P-76146,Straßenbau // Kranzring,2021-05-26,2021-10-23,2021-10-22,180131.04,210933.98,Team 1
P-40310,Landschaftsbau // Lisbeth-Klotz-Allee,2017-08-11,2017-09-01,2017-09-08,82880.74,99423.12,Team 2
P-15580,Baumbestand // Lotte-Zimmer-Allee,2016-06-25,2016-07-11,2016-07-11,35220.02,54528.37,Team 2
P-67609,Straßenbau // Lotti-Thanel-Weg,2013-09-23,2013-12-22,2014-01-26,298460.53,440020.09,Team 2
P-24976,Ubahn // Tröststr.,2013-11-19,2014-02-20,2014-04-04,391153.01,427777.26,Team 3
P-80600,Landschaftsbau // Gotthardallee,2021-02-21,2021-03-07,2021-03-10,67560.24,80503.68,Team 2
P-84926,Elektroarbeiten // Hamannweg,2015-08-28,2015-10-28,2015-10-24,95292.66,95378.69,Team 1
P-30592,Elektroarbeiten // Sebastiano-Etzold-Weg,2013-04-25,2013-06-02,2013-06-06,14784.44,14485.53,Team 4
P-20573,Landschaftsbau // Ringring,2021-04-24,2021-04-27,2021-04-28,151067.09,206177.8,Team 4
P-71219,Elektroarbeiten // Keudelplatz,2017-10-02,2017-12-03,2017-12-03,51252.59,59221.16,Team 4
P-80004,Spielplatz // Olga-Heinz-Weg,2015-05-20,2015-06-05,2015-06-09,76752.45,80930.68,Team 4
P-22525,Baumbestand // Katja-Ehlert-Weg,2017-02-21,2017-03-19,2017-03-23,30476.7,33353.86,Team 3
P-30546,Spielplatz // Christophgasse,2016-08-17,2016-09-15,2016-09-15,101766.91,103933.24,Team 1
P-45241,Stadtpark // Pechelweg,2016-10-24,2016-11-28,2016-11-09,125195.19,151065.02,Team 3
P-19849,Stadtpark // Seidelstr.,2020-12-29,2021-02-14,2021-03-10,81593.99,116101.72,Team 2
P-60725,Baumbestand // Jelena-Möchlichen-Weg,2022-01-21,2022-01-24,2022-01-26,97126.83,115129.16,Team 1
P-28211,Elektroarbeiten // Berend-Zahn-Allee,2015-03-09,2015-04-27,2015-05-26,83438.23,91492.89,Team 3
P-33852,Straßenbau // Södingweg,2016-03-10,2016-06-13,2016-06-15,-47588.23,-49975.1,Team 1
P-28812,Landschaftsbau // Lehmannplatz,2017-01-07,2017-01-13,2017-01-13,75640.29,112032.5,Team 3
P-28954,Landschaftsbau // Mansstr.,2016-10-28,2016-11-17,2016-11-22,37744.37,53019.68,Team 3
P-89148,Stadtpark // Lissi-Metz-Weg,2018-04-26,2018-06-05,2018-06-05,45486.43,45934.84,Team 4
P-32613,Spielplatz // Casparweg,2014-05-20,2014-06-17,2014-07-03,120161.51,132807.11,Team 2
P-70639,Baumbestand // Freudenbergerallee,2018-06-18,2018-06-27,2018-06-27,22299.55,23906.8,Team 3
P-86783,Stadtpark // Silja-Beier-Gasse,2015-11-07,2015-12-21,2015-12-20,148560.64,155861.25,Team 4
P-25656,Elektroarbeiten // Mentzelweg,2017-04-17,2017-05-18,2017-06-18,84271.32,103691.91,Team 3
P-15445,Spielplatz // Nadia-Lindau-Allee,2018-01-30,2018-03-18,2018-03-17,104104.9,95067.12,Team 1
P-32467,Landschaftsbau // Hansgeorg-Jockel-Allee,2013-02-06,2013-02-09,2013-02-08,153564.55,185799.46,Team 1
P-53384,Elektroarbeiten // Hövelweg,2015-01-02,2015-03-11,2015-03-06,74138.62,82150.63,Team 1
P-50303,Baumbestand // Swantje-Johann-Weg,2017-10-03,2017-10-16,2017-10-16,90333.09,95024.76,Team 4
P-44191,Ubahn // Ismet-Faust-Weg,2020-02-16,2020-09-14,2020-10-25,623968.46,674996.73,Team 3
P-37110,Elektroarbeiten // Wohlgemutstr.,2019-03-31,2019-04-14,2019-04-09,154332.84,153434.83,Team 1
P-87625,Landschaftsbau // Wiekring,2021-07-04,2021-07-20,2021-07-24,97094.45,103467.69,Team 2
P-53464,Baumbestand // Wilma-Hendriks-Ring,2020-02-18,2020-03-01,2020-03-05,34449.98,39076.91,Team 1
P-02583,Baumbestand // Kargering,2017-09-25,2017-10-04,2017-10-05,46624.09,45376.23,Team 4
P-31054,Ubahn // Hannes-auch Schlauchin-Gasse,2019-01-18,2019-08-01,2019-07-09,427166.78,637371.9,Team 4
P-53800,Ubahn // Annika-Reuter-Straße,2018-12-20,2019-03-21,2019-05-02,580753.74,660606.81,Team 3
P-38261,Ubahn // Mohauptplatz,2016-08-05,2016-09-26,2016-11-02,331896.58,365783.43,Team 3
P-28123,Straßenbau // Rosestraße,2016-01-21,2016-06-22,2016-06-26,191636.99,252726.7,Team 1
P-76067,Stadtpark // Briemerring,2017-10-11,2017-10-24,2017-10-15,227237.99,296793.0,Team 3
P-82081,Landschaftsbau // Lübsstr.,2021-09-11,2021-10-14,2021-10-19,-13354.87,-14204.7,Team 2
P-09140,Spielplatz // Atzlerstraße,2019-09-16,2019-10-15,2019-10-13,65263.39,64471.6,Team 1
P-62709,Stadtpark // Jungferstraße,2014-03-13,2014-04-06,2014-05-21,103748.23,132197.27,Team 1
P-77885,Elektroarbeiten // Gotthilf-Rust-Allee,2017-07-15,2017-09-05,2017-10-11,26803.12,41898.59,Team 3
P-00093,Spielplatz // Tamara-Schäfer-Ring,2014-08-06,2014-09-27,2014-10-24,43622.31,42599.44,Team 2
P-04266,Elektroarbeiten // Jacobweg,2020-08-27,2020-08-28,2020-08-31,204348.08,248435.19,Team 2
P-37132,Spielplatz // Paffrathweg,2014-01-03,2014-01-13,2014-01-15,30008.33,37953.88,Team 3
P-62077,Baumbestand // Irina-Bohlander-Allee,2020-05-14,2020-05-23,2020-05-26,88159.27,105031.1,Team 1
P-47208,Baumbestand // Ole-Dehmel-Allee,2015-06-25,2015-07-02,2015-07-05,50040.23,52206.84,Team 1
P-18767,Landschaftsbau // Heide-Marie-Mälzer-Allee,2013-08-31,2013-09-20,2013-09-24,121236.47,160864.59,Team 4
P-07224,Landschaftsbau // Georgine-Vollbrecht-Platz,2014-01-14,2014-02-07,2014-03-23,26175.99,33760.18,Team 2
P-79098,Elektroarbeiten // Tatiana-Kabus-Platz,2020-01-03,2020-03-02,2020-03-03,54876.69,67796.12,Team 4
P-51527,Stadtpark // Caterina-Margraf-Straße,2016-07-05,2016-08-16,2016-08-14,198245.33,221887.04,Team 4
P-26032,Landschaftsbau // Judith-Wilms-Platz,2019-09-08,2019-09-30,2019-10-07,94680.59,132611.9,Team 3
P-95687,Baumbestand // Lukas-Zobel-Allee,2017-09-29,2017-10-06,2017-10-06,60860.38,66021.63,Team 3
P-66849,Spielplatz // Ullrichstraße,2015-07-10,2015-09-03,2015-09-02,53115.21,56071.65,Team 1
P-78437,Baumbestand // Junckstraße,2013-07-20,2013-07-31,2013-08-02,32470.57,44713.01,Team 2
P-12924,Elektroarbeiten // Hans-Theo-Stumpf-Ring,2016-08-04,2016-08-30,2016-08-29,60149.3,88807.89,Team 2
P-65001,Elektroarbeiten // Schleichweg,2021-09-29,2021-11-06,2021-11-06,117585.04,154439.03,Team 2
P-85192,Straßenbau // Adriana-Trüb-Platz,2018-08-23,2018-11-13,2018-11-13,203365.58,240100.89,Team 3
P-73645,Straßenbau // Mechthild-Heintze-Platz,2020-08-09,2020-12-25,2021-01-31,143734.98,160180.32,Team 2
P-30699,Elektroarbeiten // Schleichring,2019-04-09,2019-06-20,2019-06-14,64481.45,74992.69,Team 1
P-14235,Elektroarbeiten // Radischplatz,2020-01-08,2020-03-06,2020-03-06,101062.97,153663.24,Team 2
P-50133,Spielplatz // Sabrina-Bauer-Straße,2019-08-05,2019-09-14,2019-09-14,195669.71,190275.99,Team 1
P-07131,Landschaftsbau // Adele-Schäfer-Allee,2019-11-23,2019-11-30,2019-12-02,124145.59,168434.93,Team 3
P-63058,Elektroarbeiten // Ole-Steinberg-Allee,2018-11-17,2019-01-19,2019-01-21,72543.17,73069.56,Team 4
P-80444,Ubahn // Hansjoachim-Hesse-Straße,2017-07-24,2017-12-16,2017-11-27,343580.96,547130.76,Team 4
P-96005,Elektroarbeiten // Annegret-Stey-Weg,2020-06-22,2020-08-18,2020-08-22,131505.38,126801.43,Team 4
P-55196,Ubahn // Schönlandweg,2021-09-03,2021-12-29,2022-05-21,274849.28,328606.31,Team 1
P-91194,Stadtpark // Aleksandr-Pärtzelt-Ring,2016-11-25,2017-02-01,2017-02-01,81354.24,89584.22,Team 4
P-95048,Baumbestand // Hugo-Pärtzelt-Straße,2020-04-18,2020-05-07,2020-05-08,14554.58,21625.94,Team 2
P-62962,Baumbestand // Bernd-Misicher-Allee,2018-10-25,2018-11-04,2018-11-06,26756.45,26878.75,Team 1
P-44452,Landschaftsbau // Hellmut-Klemt-Straße,2014-07-08,2014-07-30,2014-07-29,91906.79,104058.02,Team 1
P-10128,Landschaftsbau // Schlosserstraße,2020-06-01,2020-06-18,2020-06-20,58386.34,58962.7,Team 1
P-89996,Ubahn // Wulffstr.,2018-01-05,2018-04-14,2018-06-16,242424.72,299143.57,Team 1
P-23602,Stadtpark // Raik-Neuschäfer-Platz,2014-01-26,2014-02-10,2014-02-05,147349.33,189968.06,Team 3
P-33817,Elektroarbeiten // Eigenwilligstraße,2018-07-08,2018-08-27,2018-08-28,80464.36,130085.37,Team 2
P-03201,Elektroarbeiten // Dorothe-Flantz-Allee,2018-08-26,2018-09-23,2018-10-03,120297.27,155389.92,Team 3
P-08621,Straßenbau // Martinweg,2016-12-28,2017-04-17,2017-05-18,336977.43,504241.93,Team 4
P-13220,Landschaftsbau // Karl-Wilhelm-Weitzel-Gasse,2017-01-29,2017-02-25,2017-03-01,137359.38,163593.9,Team 3
P-12052,Straßenbau // Lehmannring,2016-10-15,2017-03-23,2017-05-31,351174.4,504642.42,Team 4
P-59796,Baumbestand // Staudestr.,2021-07-07,2021-07-16,2021-07-21,62197.52,91915.57,Team 2
P-48225,Elektroarbeiten // Zehra-Bachmann-Allee,2021-06-05,2021-07-01,2021-08-06,113019.7,136493.36,Team 3
P-93048,Landschaftsbau // Langeweg,2021-05-30,2021-06-22,2021-06-22,74508.11,89470.49,Team 1
P-02713,Landschaftsbau // Schmiedtstraße,2017-11-14,2017-11-20,2017-11-21,46714.8,52690.31,Team 1
P-15560,Landschaftsbau // Caspargasse,2013-11-23,2013-12-22,2013-12-28,126374.58,146654.91,Team 4
P-35395,Straßenbau // Salzplatz,2013-10-03,2013-11-30,2014-02-25,149311.66,196397.38,Team 4
P-68940,Ubahn // Ditmar-Baum-Weg,2018-02-14,2018-04-26,2018-04-27,130899.39,162698.91,Team 2
P-64049,Straßenbau // Joseph-Textor-Ring,2021-06-09,2021-08-02,2021-07-31,76617.09,80396.21,Team 1
P-81624,Straßenbau // Hans-Uwe-Kramer-Weg,2013-10-10,2013-12-21,2013-12-22,158880.66,190244.09,Team 1
P-97987,Elektroarbeiten // Heintzestr.,2013-02-20,2013-05-15,2013-05-17,133447.01,200492.39,Team 2
P-38739,Spielplatz // Fechnergasse,2019-07-20,2019-09-14,2019-09-27,71174.74,88427.8,Team 2
P-69724,Stadtpark // Eleni-Walter-Gasse,2019-06-14,2019-06-26,2019-06-25,215688.5,259130.02,Team 4
P-49984,Landschaftsbau // Mühlestr.,2013-02-02,2013-02-13,2013-02-19,129246.8,163229.7,Team 3
P-81611,Baumbestand // Karl-Wilhelm-Weinhage-Allee,2017-12-14,2017-12-21,2017-12-25,62283.95,66614.71,Team 1
P-67843,Stadtpark // Manuel-Hande-Weg,2020-02-14,2020-04-13,2020-04-12,207808.39,243499.8,Team 4
P-23391,Baumbestand // Lübsgasse,2019-01-31,2019-02-06,2019-02-10,17550.13,20223.36,Team 3
P-78674,Elektroarbeiten // Schinkegasse,2015-02-08,2015-03-30,2015-03-23,74640.03,88757.76,Team 1
P-55649,Elektroarbeiten // Frankestr.,2016-05-26,2016-07-18,2016-08-07,139205.18,161084.83,Team 3
P-44553,Ubahn // Henni-Mende-Allee,2020-03-13,2020-07-04,2020-10-14,659972.44,848291.58,Team 1
P-10284,Stadtpark // Wohlgemutplatz,2014-03-15,2014-05-30,2014-05-29,104131.4,180466.53,Team 2
P-81632,Baumbestand // Eckbauerallee,2020-02-04,2020-02-19,2020-02-22,82515.79,93370.59,Team 3
P-81380,Stadtpark // Hermine-Hahn-Gasse,2015-07-09,2015-08-05,2015-09-12,209317.73,240558.61,Team 1
P-44795,Landschaftsbau // Albertine-Kensy-Ring,2021-08-03,2021-08-09,2021-08-14,137623.16,194210.85,Team 4
P-45990,Ubahn // Edmund-Kranz-Weg,2021-04-13,2021-10-26,2021-09-26,372090.78,525056.31,Team 4
P-84331,Elektroarbeiten // Isidor-Henck-Weg,2017-11-01,2018-01-11,2018-02-11,111292.26,165878.11,Team 2
P-74877,Elektroarbeiten // Juliane-Liebelt-Weg,2021-03-04,2021-04-09,2021-04-08,84264.13,89399.74,Team 1
P-89176,Elektroarbeiten // Hellwigstraße,2015-07-30,2015-09-13,2015-09-11,145190.69,153623.06,Team 1
P-89075,Baumbestand // Willibald-Wähner-Weg,2017-12-20,2017-12-22,2018-01-22,76770.12,133257.15,Team 2
P-46822,Elektroarbeiten // Riehlstr.,2016-11-13,2017-01-12,2017-01-07,163652.07,190564.68,Team 1
P-37910,Baumbestand // Häringstr.,2020-05-24,2020-06-03,2020-06-05,30343.56,31880.61,Team 4
P-61933,Stadtpark // Simone-Wagenknecht-Gasse,2021-04-03,2021-04-26,2021-04-25,162391.23,194520.02,Team 4
P-55812,Ubahn // Trappstraße,2017-12-31,2018-06-03,2018-09-10,554073.86,752929.84,Team 1
P-32061,Ubahn // Lachmannstr.,2014-03-01,2014-03-18,2014-03-22,687368.94,1046696.71,Team 4
P-14520,Stadtpark // Miesring,2022-01-23,2022-02-19,2022-04-30,88989.05,100103.18,Team 1
P-21556,Landschaftsbau // Aribert-Rädel-Gasse,2015-04-16,2015-05-05,2015-05-06,145150.37,178422.66,Team 2
P-16209,Stadtpark // Cemal-Dehmel-Gasse,2017-11-30,2017-12-19,2017-12-01,272265.77,297090.39,Team 3
P-47618,Stadtpark // Schülergasse,2021-10-04,2021-10-18,2021-10-18,102050.05,110384.49,Team 4
P-75083,Stadtpark // Warmerplatz,2021-12-18,2022-02-05,2022-01-22,56627.9,60995.15,Team 3
P-98826,Spielplatz // Druballee,2015-07-26,2015-09-09,2015-09-09,139375.18,179043.94,Team 3
P-00300,Baumbestand // Briemergasse,2019-02-13,2019-02-22,2019-02-25,31501.97,33398.16,Team 3
P-18795,Ubahn // Gitte-Köster-Weg,2017-09-13,2017-12-20,2018-02-01,441031.58,489553.1,Team 3
P-02338,Landschaftsbau // Briemerring,2013-11-22,2013-12-04,2013-11-30,80326.24,98513.94,Team 2
P-19369,Ubahn // Pavel-Krebs-Allee,2020-03-13,2020-06-25,2020-09-03,694400.28,754870.12,Team 3
P-96737,Ubahn // Oderwaldallee,2014-08-25,2014-12-13,2015-04-10,603799.53,515626.11,Team 1
P-79340,Baumbestand // Zänkerstr.,2016-05-14,2016-05-19,2016-05-19,24696.4,26497.9,Team 4
P-22215,Elektroarbeiten // Heinrich-Lachmann-Allee,2016-10-28,2016-12-11,2016-12-15,21079.42,24165.91,Team 4
P-16430,Stadtpark // Tatiana-Häring-Allee,2020-02-14,2020-04-05,2020-03-10,236156.99,290588.21,Team 3
P-73800,Straßenbau // Dietzallee,2019-10-15,2019-12-02,2019-12-02,293731.87,322217.91,Team 3
P-76099,Baumbestand // Giuseppina-Becker-Weg,2017-03-07,2017-03-21,2017-03-21,44095.92,76085.39,Team 2
P-23619,Straßenbau // Benderstr.,2013-07-24,2013-10-02,2013-10-30,258053.0,354668.97,Team 4
P-15100,Landschaftsbau // Kensygasse,2019-11-27,2019-12-03,2019-12-10,53385.59,62086.57,Team 3
P-21085,Landschaftsbau // Schönlandallee,2015-10-30,2015-11-16,2015-11-21,51990.84,76121.75,Team 3
P-86323,Stadtpark // Emine-Kobelt-Ring,2016-06-21,2016-07-23,2016-07-23,56049.05,86975.91,Team 2
P-10685,Ubahn // Milica-Franke-Ring,2018-08-12,2019-02-28,2019-03-01,706692.91,797419.39,Team 2
P-56483,Elektroarbeiten // Bolanderstraße,2019-08-18,2019-09-24,2019-10-23,79382.98,124296.08,Team 3
P-02366,Spielplatz // Pirmin-Lindau-Platz,2017-05-02,2017-05-22,2017-05-24,57990.99,59872.31,Team 4
P-17477,Spielplatz // Katharina-Reinhardt-Allee,2017-02-05,2017-02-22,2017-04-04,122518.02,142858.8,Team 2
P-47229,Baumbestand // Gerold-Hahn-Straße,2013-11-08,2013-11-12,2013-11-12,16112.92,15866.68,Team 4
P-25904,Landschaftsbau // Naserweg,2016-12-05,2017-01-21,2017-02-14,69776.61,72634.93,Team 2
P-33100,Landschaftsbau // Ramona-Carsten-Ring,2020-09-20,2020-10-21,2020-10-22,43347.72,50185.12,Team 1
P-07734,Straßenbau // Beckergasse,2018-01-03,2018-04-21,2018-04-20,366358.71,415532.3,Team 3
P-09105,Straßenbau // Schmidtallee,2017-12-20,2018-03-06,2018-03-06,381676.47,592200.91,Team 2
P-22463,Landschaftsbau // Desiree-Ebert-Straße,2014-05-27,2014-06-09,2014-06-12,88155.52,109856.2,Team 3
P-99938,Straßenbau // Liliane-Bohnbach-Ring,2015-05-10,2015-07-02,2015-09-16,369049.36,525476.69,Team 4
P-42499,Stadtpark // Birthe-Weinhold-Allee,2019-06-28,2019-08-03,2019-07-11,264830.9,298656.41,Team 3
P-44359,Straßenbau // Xaver-Heser-Gasse,2014-08-11,2014-09-19,2014-09-18,125947.0,133342.93,Team 3
P-17155,Landschaftsbau // Bernard-Dietz-Weg,2013-03-04,2013-03-22,2013-03-22,101989.11,125778.81,Team 4
P-23398,Baumbestand // Eimergasse,2014-11-13,2014-11-20,2014-11-22,60464.34,70526.8,Team 3
P-21452,Baumbestand // Mühlestr.,2018-01-10,2018-02-01,2018-02-03,75451.61,76986.76,Team 1
P-64721,Baumbestand // Diane-Kensy-Weg,2014-12-03,2014-12-10,2014-12-11,10378.17,12170.74,Team 4
P-08623,Landschaftsbau // Anne-Katrin-Hamann-Ring,2018-07-14,2018-08-25,2018-09-02,157250.54,219992.61,Team 3
P-31894,Baumbestand // Wilmsengasse,2014-10-07,2014-10-17,2014-10-21,23022.57,29007.74,Team 2
P-80304,Elektroarbeiten // Greta-Vogt-Gasse,2019-05-28,2019-07-19,2019-08-21,51211.43,62438.23,Team 3
P-50844,Elektroarbeiten // Heßring,2015-09-21,2015-11-10,2015-11-04,96556.25,102333.32,Team 1
P-83392,Straßenbau // Kuhlring,2013-11-02,2014-01-13,2014-01-15,200490.66,249017.34,Team 1
P-48039,Landschaftsbau // Sorgatzallee,2015-06-20,2015-07-10,2015-07-10,125565.93,128457.84,Team 1
P-11768,Elektroarbeiten // Martha-Gude-Allee,2018-11-22,2019-02-13,2019-03-17,167308.15,207138.79,Team 2
P-41083,Elektroarbeiten // Hethurgasse,2020-08-04,2020-09-10,2020-09-12,171074.11,181325.34,Team 4
P-40955,Landschaftsbau // Cemil-Rogge-Weg,2020-12-08,2020-12-12,2020-12-19,83371.74,118425.32,Team 3
P-04605,Stadtpark // Naserplatz,2018-01-12,2018-02-06,2018-02-10,134872.8,125163.07,Team 3
P-24388,Elektroarbeiten // Benderplatz,2016-08-28,2016-10-09,2016-10-12,120135.5,123390.16,Team 2
P-96943,Elektroarbeiten // Niemeierstraße,2021-04-01,2021-05-22,2021-05-16,88291.88,93608.88,Team 1
P-62229,Baumbestand // Wagenknechtstr.,2021-06-15,2021-06-19,2021-06-20,55729.14,67897.08,Team 3
P-24859,Elektroarbeiten // Schlosserring,2018-07-03,2018-09-02,2018-09-17,103932.83,152720.68,Team 3
P-92890,Elektroarbeiten // Heinz-Otto-Stumpf-Gasse,2018-04-17,2018-05-23,2018-05-24,57204.22,61288.62,Team 4
P-47012,Straßenbau // Aribert-Hethur-Allee,2016-02-04,2016-05-03,2016-05-05,146336.68,192381.4,Team 2
P-83732,Landschaftsbau // Schmiedtplatz,2019-06-26,2019-06-30,2019-06-30,115107.99,157831.73,Team 4
P-39449,Stadtpark // Dietzring,2021-09-01,2021-10-14,2021-10-13,49043.27,69078.27,Team 2
P-15559,Elektroarbeiten // Andree-Etzold-Weg,2018-10-27,2018-12-05,2018-12-27,69436.92,86254.12,Team 2
P-96158,Elektroarbeiten // Sahin-Aumann-Weg,2019-08-03,2019-09-29,2019-09-30,115750.53,129165.86,Team 2
